871	tam_written_dis	PDT_non-t	written	ln94201_108	86	tam	tam	tam	Db-------------	D		8b	dis	Poprvý v životě jsem normálně viděl, jak se na člověku škvaří kůže. Bylo to jako... všecko hoří, celý auto a uvnitř sedí chlap a má otevřený oči a nikdo mu nemůže pomoct. Normálně mu spadne hlava a obličej se mu rozpustí. Kulka vás zraní nebo zabije, ale tohle je jako v bijáku, jako když hodíte do ohně figurku z vosku. - Říkali, že ve Vukovaru se po ulicích povalovaly mrtvoly.	- Poprvý jsem hromadu mrtvol viděl, když někdo přiběhnul a řekl, že lidi nemůžou spát, poněvadž ty mrtvoly naskládaný v kukuřici jsou cejtit. Oni nechávali svý mrtvý ležet, dokonce i raněný. - Kdo přišel s tím, že tam jsou ti mrtví? - Kluci, co byli rozestavený v barákách na kraji města, kousek od kukuřice. Bylo léto a hrozný horko a říkali, že to smrdí jako ďas.	Lítali tam taky pořád psi a mohly se šířit nemoci.		3				to	kukuřice	tam	3	0	0				0	0	0										to	0	Výraz "to" referuje k místu, kde klíčí kukuřice a kde byly naskládané mrtvoly. Předpokládám, že výchozí věta odkazuje na totéž místo.	kukuřice	0	Nejsem si úplně jistá, ale myslím, že výraz odkazuje ke kukuřičnému poli, k místu, kde byly mrtvoly. Je ale možné i že odkazuje i k "barákách na okraji města, kousek od kukuřice".	tam	0	Půjde o to stejné tam, ale nevím, jestli není ještě něco koreferenčního za tím. Přemýšlím o "kousek od kukuřice", ale to se asi vztahuje k něčemu jinému, k těm klukům.
142	tam_spoken_agr	CAC	spoken	n52w	n52w-s212	tam	tam	tam	Db-------------	D		4a	agr	A stejně blízko mám k historii. Zajímáte se o velké osobnosti a světodějné události nebo o život prostých pozemšťanů před staletími. O všechno. Nejvíc o městské manuály. To jsou vám moc zajímavé, až anekdotické věci.	Třeba jedna bába přišla před půhon, tedy byla pohnána k soudu, jmenovala se Křiklánová, a žalovala ji Zubová. Už jména jsou příznačná, nomen omen. A o tom se píše, že. Ale zajímala mne i architektura, třeba mého města Jindřichova Hradce, které je civilizací nedotčené. Jeho zámek má jeden z nejstarších gotických portálků.	Kdysi jsem tam i bydlel, jako kastelán, svítíval tam šrámkovský měsíc nad řekou.		1	Jeho zámek	Jeho zámek	Jeho zámek				3	0	0	0	0	0				Jeho zámek	0	Na tom zámku bydlel jako kastelán (tato zmínka je pro mě klíčová, jinak bych uvažoval i nad městem či gotickým portálkem).XXX	Jeho zámek	0	Z kontextu myslím vyplývá, že bydlel nejen v tom městě, ale také na tom zámku.	Jeho zámek	0	Jindřichův Hradec nedává smysl, protože je zjevné, že tam bydlel, zmiňoval by to vlastně podruhé jako něco nesamozřejmého. Gotický portálek nedává smysl, protože to není objekt, v němž by bylo lze bydlet.									
143	tam_written_agr	CAC	written	n14w	n14w-s95	tam	Tam	tam	Db-------------	D		4a	agr	Vycházejí přitom z výzkumu prováděného psychology a fyziology s různými odstíny barev a na základě toho sestavili celou škálu barev, z nichž každá pohlcuje jiný hluk a snižuje hlučnost prostředí až o několik decibelů. Například studené zelenomodré odstíny pohlcují vysoké tóny, červená barva nízké. Optimální barevné vybavení provozů s různým druhem hluku bude zpracováno do katalogu a ten bude k dispozici podnikovým psychologům. V jednom parku v maďarském hlavním městě zřídili na ploše # čtverečních metrů zahradu pro slepce. Při vchodu do zahrady je na mramorovém stole reliéfní, slepeckým písmem provedený nápis, co se podél vyhrazené cesty nachází.	Záhony s květinami jsou vyvýšeny, aby by je slepec mohl pohodlně poznat přičichnutím. Cesty jsou vyloženy různým materiálem, který pod slepeckou holí různě zní a tím slepcům usnadňuje orientaci. Světový rekord v produkci vlny drží v současné době šestiletá ovce stavropolské rasy Merino v jednom kavkazském kolchozu. Na jednu stříž dala # * krásné světlé vlny s vlákny dlouhými přes # centimetrů. Dirigent Serghiu Commissiona z Göteborgu byl na turné v Denveru ve Spojených státech.	Tam zjistil, že mu chybí část partitury, a telegrafoval domů.		2	Denveru ve Spojených státech	Denveru ve Spojených státech	turné v Denveru ve Spojených státech				3	0	0	0	0	0				Denveru ve Spojených státech	0	Byl v cizině v USA, odtud telefonoval domů, odkud pochází (Göteborg).	Denveru ve Spojených státech	0	V Denveru zjistil, že mu chybí noty. Ve Spojených státech zde lze brát jako přívlastek i jako příslovečné určtení místa, na tom závisí, jeslti to bude součástí koreference, či nikoliv.	turné v Denveru ve Spojených státech	0	Akceptovala bych i jen "Denver ve Spojených státech". Rozhodla jsem se takto proto, že sémantický vztah s turné mi připadá těsnější než vztah s konkrétním městem. Test: "zjistil to na turné" je mnohem smysluplnější informace než "zjistil to v Denveru".									
669	tam_written_agr	CAC	written	s05w	s05w-s253	tam	tam	tam	Db-------------	D		4b	agr	Řada situací, v nichž se rozhodujeme, je podobná rozhodování sázejícího při dostizích. Příklad. Sázející se rozhoduje. Vsadit na koně s určitou nadějí, že vyhraje, případně že o peníze přijde. Ponechat si s naprostou jistotou, že o ně nepřijde.	I zde dochází ke konfliktům, a to tehdy, když užitná hodnota, utilita, obou alternativ je pro rozhodující se osobu poměrně stejně velká. I zde dochází k projevům nerozhodnosti, které navenek prozrazují stav vnitřního konfliktu. Příklad. Určitá osoba se rozhoduje, zda má přijmout zaměstnání v místě * , kde je určitá možnost zvyšovat si prémiemi poměrně v průměru nižší plat, nežli je v místě * . Tam je ale plat pevný, fixní.	Prémie tam nejsou.		1				Tam	Tam	Tam	3	0	0				0	0	0										Tam	0	Odkazuje na identický antecedent, výchozí věta na něj bezprostředně navazuje.	Tam	0	Řada koreferujících výrazů odkazujících k "místě *".	Tam	0	Půjde asi o stejné "tam", tedy odkaz na to samé místo.
820	tam_written_dis	PDT_non-t	written	ln95044_083	14	tam	Tam	tam	Db-------------	D		7b	dis	Zelenorudá koalice sociálních demokratů (38 procent hlasů místo 40,8 procenta, které měla při posledních volbách v roce 1991) se Zelenými a Spojenectvím '90 ( 11,2 procenta, o 2,4 procenta více než před čtyřmi lety) zůstala u moci. Křesťanští demokraté byť byť ztrátou jednoho procenta (nyní 39,2) obstáli. Liberálové si překvapivě udrželi v hesenském zemském sněmu stejný podíl jako při minulých volbách ( 7,4 procenta). U posledně jmenovaných jde o výkon, o kterém se jim po dlouhou dobu mohlo jen zdát. Výjimku představovaly loni v říjnu volby do Bundestagu, tam se ale FDP dostala jen díky "vypůjčeným" druhým hlasům voličů Kohlovy CDU.	I když definitivní výsledky budou v Hesensku k dispozici až za dva týdny (jeden z kandidátů zemřel a uskuteční se dodatečné hlasování), dosavadní poměr sil se nezmění. Předseda FDP a ministr zahraničí Klaus Kinkel včera dával najevo úlevu a uspokojení nad zprávami z Wiesbadenu a neváhal je označit za "pozitivní signál" před dalšími volbami (Severní Porýní-Vestfálsko, Brémy a Berlín). "Ukazuje se, že už jsme z nejhoršího venku a že se s námi musí počítat," tvrdil ministr. Hesenský výsledek z hlediska celoněmecké politiky znamená jen jisté intermezzo, či odklad. Tím pravým testem budou až květnové volby v nejlidnatější spolkové zemi Severním Porýní-Vestfálsku, kde žije šestina voličů SRN.	Tam se bude odpovídat na stejné otázky jako v neděli v Hesensku.		1				nejlidnatější spolkové zemi Severním Porýní-Vestfálsku	nejlidnatější spolkové zemi Severním Porýní-Vestfálsku	nejlidnatější spolkové zemi Severním Porýní-Vestfálsku	3	0	0				0	0	0										nejlidnatější spolkové zemi Severním Porýní-Vestfálsku	0	Odkazuje na celý rozvitý výraz místa. Přívlastek je totiž důležitý pro kontext (proč je toto místo tak zásadní ve volebních otázkách).	nejlidnatější spolkové zemi Severním Porýní-Vestfálsku	0	Oba výrazy označují stejné místo.	nejlidnatější spolkové zemi Severním Porýní-Vestfálsku	0	Označuje tu zemi Severní Porýní-Vestfálsko. 
670	tam_spoken_agr	CAC	spoken	n52w	n52w-s217	tam	tam	tam	Db-------------	D		4b	agr	Třeba jedna bába přišla před půhon, tedy byla pohnána k soudu, jmenovala se Křiklánová, a žalovala ji Zubová. Už jména jsou příznačná, nomen omen. A o tom se píše, že. Ale zajímala mne i architektura, třeba mého města Jindřichova Hradce, které je civilizací nedotčené. Jeho zámek má jeden z nejstarších gotických portálků.	Kdysi jsem tam i bydlel, jako kastelán, svítíval tam šrámkovský měsíc nad řekou. A já navíc pořád Šrámka miluji. Jednou jsem v jeho Létě hrál Karlu Högrovi strejčka. Vy jste začínal hrát staré dědky. To jsem už byl v divadle v Mostě.	Přišel jsem tam hned po válce.		1				divadle v Mostě	divadle v Mostě	divadle v Mostě	3	0	0				0	0	0										divadle v Mostě	0	Předpokládám, že výraz referuje na divadlo v Mostě, respondent ale také může mluvit pouze o Mostu jako městu.	divadle v Mostě	0	"Tam" odkazuje k místu, kde mluvčí působil jako herec.	divadle v Mostě	0	Nejsem si úplně jistá, přemýšlela jsem i o "tam", ale "v divadle v Mostě" je pravděpodobnější, protože je blíž cílové větě.
353	tam_written_dis	PDT_non-t	written	ln94201_108	21	tam	tam	tam	Db-------------	D		8a	dis	Pátý den mě tam poslali pucovat. - Co to znamená, pucovat? - To znamená, že si vybíráte Četniky a zabavujete jim zbraně, co si poschovávali. - Jak jsi věděl, kdo si schoval zbraně? - Něco nám řekli jejich lidi.	- A jak to pucování vypadalo? - Když jsme přijeli k baráku, většinou už o nás věděli. Vyskákali jsme z náklaďáku a oni po nás začali střílet. - Kdo byl v těch domech, ze kterých po vás stříleli? Kdo jsou Četnici?	- Srbové, co tam žijou.		2	těch domech	těch domech	Četnici				3	0	0	0	0	0				těch domech	0	V těch domech, ze kterých na ně stříleli. Bezprostřední místo pro deiktické „tam“.	těch domech	0	Srbové, kteří žijí v těch domech, jsou četníci.	Četnici	0	Odpověď referuje k podstatě otázky.									
190	tam_written_agr	CAC	written	n37w	n37w-s108	tam	Tam	tam	Db-------------	D		5a	agr	Vzpomeňte si jen na pojízdné slátaniny, ošklivé už na pohled a chřestící do uší diváků. Hlavně však nebezpečné pro jezdce i přihlížející. Jak je to dlouho, co se popraskané rámy svářely po každém tréninku. Deset, dvanáct let. Pak se přihlásila k životu Formule Junior a my jsme nejdřív posmutněle pošilhávali do Drážďan, do dílny Heinze Melkuse, kde se začaly klubat první opravdové závodní automobily, jež měly šanci na sériovou výrobu.	Ovšem už před tím jsme měli pěkné monoposty Tatra, taky Vlčkovy Magdy měly říz, ale tady šlo o něco docela jiného, začít se závoďáky, kterých by mohlo startovat patnáct dvacet řadově stejných, kde by rozhodovalo především jezdecké umění. Faktem zůstane, že myšlenka Itala Luraniho s Formulí Junior, závodní vůz na bázi dílu malolitrážních cestovních vozů, postrčila automobilový sport na celém světě, a tedy i u nás, pořádně dopředu. Příklad Melkuse pak vyprovokoval naše, sovětské a polské nadšence ke stavbě životaschopných automobilů Formule # . Jenže další vývoj této formule se ubíral cestou, kterou neměl tvůrce Junioru na mysli. Staly se z ní velmi drahé, choulostivé a samoúčelné speciální vozy, lišící se od pověstných ef dvojek a ef jedniček víceméně jen technickým omezením.	Tam jsme už neměli ani možnosti ani chuť jít.		3	cestou	dílny Heinze Melkuse	Jenže další vývoj této formule se ubíral cestou, kterou neměl tvůrce Junioru na mysli.				2	1	0	0	1	0				cestou	0	Šly tou cestou, kde docházelo k omezením, a tak se ztrácela motivace.	dílny Heinze Melkuse	1	"Tady" je myšleno spíše jako: v této situaci, "u nás" je myšleno spíš jako: v naší zemi. "Tam" odkazuje k místu, kde se vyrábějí nové modely, jestli je to ta stejná dílna, úplně nevíme, tudíž bych brala také možnost NE.	Jenže další vývoj této formule se ubíral cestou, kterou neměl tvůrce Junioru na mysli.	0	Následující větu Kontextu vnímám spíš jako konkretizaci, dodatek k této. Podstatu vidím v tom, že neměli chuť jít cestou, kterou neměl tvůrce na mysli. Roli v rozhodování hrála jednak konzistentní metafora (jít cestou), jednak uvozující "jenže", které signalizuje podstatu problému.									
191	tam_written_agr	CAC	written	s42w	s42w-s128	tam	Tam	tam	Db-------------	D		5a	agr	Podle této funkce se slova dělí na spisovná a nespisovná. V rámci spisovných slov se vydělují slova hovorová, v rámci nespisovných slova nářeční, vulgarismy, slova familiární, výrazy slangové, argotismy. Základními jednotkami syntaktické osy jazyka jsou větné členy, syntagmata, větné dvojice a věty. Slovo je větným členem, jestliže zaujímá ve větě jednu z možných větných funkcí podmětu, přísudku, předmětu, přívlastku, přístavku, příslovečného určení, doplňku. Větnými dvojicemi jsou syntaktická spojení v určitém vztahu, predikačním, otec píše, determinačním, starý otec, apozičním, Karel, král český, a koordinačním, města a vesnice.	Definic věty jako komplexního jevu, v němž se tato spojení uplatňují, je celá řada, nejčastěji se zdůrazňuje přítomnost predikačního vztahu, intonační nebo grafická zakončenost a konečně modálnost jako postoj mluvčího k větnému obsahu v pojmech reálnosti a nereálnosti, kladu a negace, nutnosti, možnosti, náležitosti, žádoucnosti predikačního jádra věty. Zatímco u předchozích rovin bylo možno zřetelně vyčlenit paradigmatické a syntagmatické vztahy mezi jednotkami, opírá se analýza textu a mezivětných, nadvětných, souvislostí zatím v počátcích pouze o jednotlivé elementy gramatické a významové návaznosti v řetězu kontinuálně produkovaných vět. Z prostředků vyjádření této návaznosti uvedeme tyto. Anaforické, odkazovací, prostředky, zájmena, zájmenná příslovce. Šli jsme před divadlo.	Tam se už shromažďovaly skupiny lidí.		1	divadlo	divadlo	divadlo				3	0	0	0	0	0				divadlo	0	Odkazuje k místu v příkladu, který se užívá ve vysvětlování vztahů. V příkladu se odkazuje k divadlu.	divadlo	0	Před divadlem se shromažďovaly skupiny lidí.	divadlo	0	Celý předchozí úsek je metatext.									
671	tam_written_dis	CAC	written	n48w	n48w-s57	tam	tam	tam	Db-------------	D		4b	dis	Vycházelo se pochopitelně z tehdejších znalostí a možností a výsledkem bylo na tehdejší dobu poměrně dobré zařízení pro předpěstování sadby, které většina zelinářů zná, a které v Českých Kopistech splnilo a plní požadavky na moderní předpěstování sadby. Tehdy byly s realizací nemalé potíže a to nejen technické, ale hlavně s přesvědčením samotných pěstitelů a družstevníků, že je třeba způsob předpěstování sadby změnit. Dnes v Kopistech všichni vidí, že sadba vypěstovaná v moderních sklenících je pro polní výsadbu výborná, a že tento způsob pěstování je ve všech směrech lepší. Snahy po moderním předpěstování sadby zeleniny se rozrůstají v mnoha zemích. Vezměme si například Holandsko.	Holandské zelinářství je výhradně v rukou drobných pěstitelů a průměrná zasklená plocha jednoho rodinného závodu se tam pohybuje kolem # * . Prakticky se tedy hovoří o půlhektarových rodinných zelinářských závodech a tak si každý předpěstovává sadbu vždy výhradně sám. Při své první návštěvě v Holandsku jsem však viděl jeden závod o výměře asi # * zasklené plochy, který se již před # lety zabýval výhradně pěstováním zeleninových sazenic. Byl to tehdy první specializovaný závod na pěstování sadby zeleniny. Vývoj zelinářství v Holandsku jde rychle kupředu a dnes je tam víc specializovaných závodů, které se zabývají pěstováním sazenic pro okolní zelináře.	Ukazuje se tam, že tyto kupované sazenice předčily kvalitou a zdravotním stavem sadbu vlastního pěstění.		1				tam	tam	tam	3	0	0				0	0	0										tam	0	Odkazuje na identický antecedent.	tam	0	Řada koreferujících výrazů odkazujících k "Holandsku".	tam	0	Myslím, že jde o stejné tam, které odkazuje na Holandsko. Ale přemýšlím, že by se možná dalo odkázat i na "specializovaných závodů".
