1182	attribution	PDT	written	ln94203_83.t	t-ln94203-83-p4s5w4	yes	vyjádřil	vyjádřit_se	no	conc	Ministerstvo kultury se k tomuto problému ve své koncepci vyjádřilo jednou větou: Divadelní činnost privatizovat a majetek spravovaný divadly předat obcím, a to bez rozdílu typů divadel. Snaha ministerstva kultury o prosazení grantového modelu financování zejména opery podle praxe v Nizozemsku je proto zarážející. Vždyť právě Nizozemci, ale i Francouzi, Američané a další cizinci nás důrazně nabádají k zachování toho, co jsme dlouhodobě budovali a co oni ve svých zemích postrádají: po celou divadelní sezonu denně kvalitní představení na stálých scénách v kamenných divadlech.	Ministr kultury se vyjádřil, že není o zájmu o tato divadla přesvědčen.	Ministerstvo přitom sumarizuje a každoročně v červnu vydává statistické divadelní přehledy.	přitom	2	není	vyjádřil	není	není	vyjádřil	3	0	2	1	0	2	není	0	Ministr není o zájmu o tato divadla přesvědčen, ministerstvo přitom sumarizuje (…) = ministerstvo má ki dispozici data o zájmu o tato divadla. "Přitom" ukazuje na nějaké dvě skutečnosti, které jsou v rozporu. 	vyjádřil	2	vyjádřil je syntakticky výše ve větě, přitom poukazuje na rozpor s obsahem tvrzení; nedostatek kontextu (není jasné, proč je rozpor nastolen, v pravé větě chybí bližší objasnění, proč je tam rozpor s tím, co říká)	není	1	Ministr o zájmu není přesvědčen. Přitom máme statistické divadelní přehledy (např. elidováno: na které by se mohl podívat)	není	0	"přitom" má zde podobný význam jako např. "ačkoliv" a navazuje na nesoulad přesvědčení ministra v druhé klauzi a kroků ministerstva v pravé větě	vyjádřil	2	Potřebovala bych P kontext, ale jsem si téměř jistá, že jeho obsahem bude, že podle těch přehledů o ta divadla zjevně zájem je. Tedy ministr řekl tohle, ale mýlí se nebo mlží.
3160	attribution	PDTSC	spoken	pdtsc_075_2.05.t	ml_009.05-SCzechT-m-d1t1512-6	yes	myslel	myslet	no	opp	Dělal jsem soustružníka v dílnách ČSD, opravovaly se tam vagóny, lokomotivy a poslední léta jsem dělal soustružníka v údržbě. Kde jste pracoval předtím? Předtím jsem pracoval ve Škodovce a ze Škodovky jsem šel do těch dílen ČSD.	Já myslel, že v té Škodovce budu pracovat.	Ale protože dílna byla rozbombardovaná, tak jsme tam škrábali cihly a přišli agitovat, že by potřebovali mladé soustružníky do dílen.	ale	2	myslel	myslel	myslel	pracovat	myslel	2	1	0	1	0	1	myslel	1	hodně potřebuji kontext - jak se jedná o mluvenou řeč, nebyla mi nejprve úplně jasná souslednost událostí a vůbec význam slova pracovat v levé větě (snad chápu správně, že je to zde ve významu "pracovat ve svém oboru, pracovat jako soustružník"). I přesto, že s kontextem věty chápu, mám problém rozhodnout se - asi mi v tom dělá chaos to, co jsme minule řešili, hlavní věta, vedlejší věta... Volím myslel, přijde mi to logičtější: Já jsem něco myslel, ALE bylo to jinak. 	myslel	0	Myslel si, že tam bude pracovat, ale musel to opravovat. Tedy myslel si něco jiného. Syntakticky vzato je „myslel“ výše ve větě.	myslel	1	Já jsem si sice něco myslel, ale nakonec to dopadlo jinak.	pracovat	0	pravá věta vyvrací přesvědčení popsané v druhé klauzi; první klauze je jen uvozovací věta	myslel	1	myslel jsem si to, ale dopadlo to jinak
1062	attribution	PDT	written	ln94207_75.t	t-ln94207-75-p6s1w9	yes	připouští	připouštět	yes	conc	Na české poměry dost peněz Suma téměř devíti tisíc měsíčně se rovná slušnému platu českého intelektuála. Která rodina si může dovolit investovat tolik peněz za školné jediného dítěte?	Je to na české poměry dost peněz, připouští ředitel Ward.	Ale mezi rodiči našich budoucích žáků se jich našlo asi čtyřicet, kteří to přijali.	ale	1	je	je	je	je	je	2	0	1	1	0	0	Je	0	připomíná situaci v příkladu 2001 - je připuštěna nějaká kontroverzní skutečnost v první klauzi, ALE… Jinak se tedy řídím logickou návazností: Je to na české poměry dost peněz, ale našli se rodiče, kteří to přijali	je	1	Syntakticky je výše připouští, ale reakce na obsahovou větu je natolik silná, že připouštím spíše tuto interpretaci.	je	1	I přesto, že to je dost peněz, se mezi rodiči žáků našli tací, kteří to zaplatili.	je	0	druhá klauze je jen uvozovací věta, první klauze a pravá věta jsou parafráze ředitelovy řeči	je	0	Předpokládám, že pokračuje parafráze toho, co říká ředitel. Je to drahé, ale někteří to zaplatili.
1019	attribution	PDT	written	ln94205_56.t	t-ln94205-56-p4s1w27	no	a	sdělit	no	preced	Svaz bude podle jeho slov apelovat na poslance, aby do vládní předlohy zákona sirotky doplnili. Podle návrhu zákona, který má být projednán parlamentem v září, se odškodnění vztahuje na žijící politické vězně a všechny vdovy či vdovce. Za každý započatý měsíc perzekuce dostanou 2300 korun, vdovy a vdovci, jejichž manžel byl popraven nebo v koncentračním táboře zemřel, jednorázově ještě 100 tisíc korun.	Na otázku LN, jak bude svaz pomáhat svým velmi starým členům v administrativních náležitostech, Čermín sdělil, že všechny k napsání žádosti osobně vyzvou a instruují.	Potom žádosti shromáždí a předají České správě sociálního zabezpečení.	potom	1	a	a	a	a	a	1	0	0	0	0	0	a	0	časová souslednost akcí: nejprve k napsání žádosti osobně vyzvou a instruují, potom žádosti shromáždí	a	0	Pokračuje se ve výčtu toho, co sdělil (kroky, jak budou postupovat); jde o pokračování (trochu zde vidím i parcelaci)	a	0	Potom, co učiní kroky k tomu, aby všichni mohli sepsat žádosti, shromáždí je…	a	0	výčet činnností svazu	a	0	Shromáždění je součástí té pomoci, takže k pomáhat se to vztahovat nemůže. Předpokládám, že instrukce budou součástí té výzvy, takže to proběhne v jeden čas. _POTOM_  žádosti předají.
1200	attribution	PDT	written	ln95048_067.t	t-ln95048-067-p8s3w8	no	zmizel	říkat	no	opp	To považuji za nečistý trik. Váš kritický pohled pramení i z toho, co nazýváte medializací politiky... Češi mohou být jistě na ledacos hrdí.	Na prvním místě vždycky říkám, že jsem šťastný, protože zmizel komunismus.	Ale zároveň mnoho věcí z komunistické éry přežívá, například obecný nezájem o politiku, o veřejné jevy.	ale zároveň	2	zmizel	zmizel	zmizel	zmizel	říkám	1	0	0	0	0	0	zmizel	0	logická návaznost: zmizel komunismus, ale zároveň mnoho věcí z komunistické éry přežívá	zmizel	0	Vyjadřuje rozpor s předchozím „zmizel“ (tedy sice to zmizelo, ale zároveň to neplatí zcela, protože z jiné perspektivy stále něco přežívá); (Komentář 2): Je pravda, že toto má efekt i na věty syntakticky výše v struktuře předchozí hlavní věty (s říkám). Tedy by šlo interpretovat, že to má efekt na to, že jsem šťastný a že to, co říkám, není tak docela pravda. Přesto mi přijde reakce na příčinnou větu nejblíže a zbytek se vyvozuje právě z rozporu této příčiny.	zmizel	0	Komunismus zmizel, ale zároveň mnoho věcí z jeho éry přežívá.	zmizel	0	protiklad věcí, které zmizely (komunismus), a věcí, které zůstaly (nezájem o politiku atd.)	říkám	0	tohle říkám na prvním místě, ale celé je to složitější
1333	attribution	PDT	written	ln95046_084.t	t-ln95046-084-p2s4w6	no	je	říci	no	exempl	Praha - Pokusy co nejvíce oslabit odbory, zúžit jim prostor působení a omezit jejich kompetence ohrožují stabilitu politického systému. Uvádí se to ve společném prohlášení ČSSD a Odborového svazu dřevozpracujících odvětví, lesního a vodního hospodářství.	Předseda ČSSD Miloš Zeman k tomu včera řekl, že spolupráce jeho strany s odborovými svazy je permanentní.	Představitelé ČSSD se například nedávno setkali s vedením svazu horníků a Odborového svazu Stavba.	například	1	je	je	je	je	je	1	0	0	0	0	0	je	0	tematická návaznost - spojovací výraz "například" uvádí nějaký příklad toho, že spolupráce strany s odborovými svazy je permanentní	je	0	Vztah exemplifikace; věta je exemplifikací tvrzení s „je“; lze interpretovat i jako klauze „řekl“, protože je syntakticky výše	je	0	Pravá věta je příkladem spolupráce s odborovými svazy, která je permanentní.	je	0	pravá věta uvádí příklad spolupráce ČSSD s odborovými svazy	je	0	P věta uvádí příklady té spolupráce a je to předpokládám stále součástí toho, co řekl Zeman
30043	filler	PDTSC	spoken	pdtsc_025_3.06.t	hs_044.06-SCzechT-m-d1t2117-2	N/A	je	být	no	opp	To je asi rok 1971, kdy jsem vyfocený u nejmodernější parní lokomotivy vůbec. Jiná modernější už vyrobená nebyla. Byly to předposlední lokomotivy, které byly vyrobené ve Škodovce v Plzni.	To je vlastně už ten vytoužený sen, kdy jsem se jako strojvedoucí na lokomotivu dostal.	Tomu ovšem předcházelo deset let tvrdé práce.	ovšem	2	dostal	je	dostal	dostal	je	2	0	0	1	0	0	dostal	0	logická návaznost: dostal jsem se na lokomotivu, ovšem předcházelo tomu množství tvrdé práce. 	je	0	klauze „dostal“ rozvíjí větný člen »sen«. Je tedy syntakticky výše a stejně tak chápu i spojku v pravé větě –> než se naplnil onen vytoužený sen, uběhlo „ovšem“ už 10 let; reaguje vlastně na celou levou větu (její téma)	dostal	1	Dostání se na lokomotivu a splnění snu předcházelo 10 let práce.	dostal	0	v druhé klauzi je jasné určení "kdy", na které navazuje další časový skok v pravé větě	je	0	obě L klauze podle mě popisují totéž a jsou v těsné sémantické souvislosti, tedy značím vztah s větou řídící
30315	filler	PDTSC	spoken	pdtsc_111_2.02.t	hg-13808_01.02-SCzechT-hg-13808_01-910-roota1	N/A	byl	potkat	no	grad	Celý Jeruzalém je vystavěný z těchto milodarů amerických Židů. Ovšem mnohem později nežli v době, kdy vy jste... Mnohem později.	Ještě žije, dokonce jsem ho tady potkala před dvěma lety, jak tady byl prvně na návštěvě po dlouhých letech.	V roce 1948 tady dokonce byl, vyjednával s vládou o dodávce zbraní.	dokonce	3	byl	byl	potkala	žije	byl	2	0	2	0	0	2	byl	0	váhám. Jak je to mluvená řeč, tak není úplně přesně jasná časová návaznost akcí. Volím "byl" jako nejpravděpodobnější možnost, ostatní možnosti mi nedávají smysl, ale ruku do ohně za to nedám.	byl	2	Potřeba více levého kontextu pořád nevím, o kom je řeč). Klauze „byl“ navozuje předchozí kontext (příp. syntakticky výšší „potkala“), „dokonce“ je paratakticky spojeno s „byl“, stupňuje předchozí tvrzení, že tam byl poprvé a pak dokonce i v roce 1948	potkala	0	Ve stejném (místě/městě), kde jsem ho potkala, dokonce byl i v době, kdy vyjednával o dodávkách zbraní.	žije	0	pravá věta je na úrovni druhé a třetí klauze, patří mezi výčet věcí, které "on" udělal	byl	2	předpokládám větný důraz na tom "1948", tedy  P věta upřesňuje, kdy ještě tady byl před těmi mnoha lety; ale zas tak jistá si tím nejsem, ten hovor je hodně zmatený
30119	filler	PDTSC	spoken	pdtsc_057_2.09.t	ml_025.09-SCzechT-m-d1t3668-2	N/A	není	být	no	preced	Každý jsme měli pod sebou svoje dvě party. Dál tam byli průvodčí a různí zaměstnanci, které jsme měli na starosti. Proč jich je tolik?	Teď už jich tolik není, poněvadž hromadu těch funkcí zrušili.	Dřív jich bylo tolik proto, aby harmonogram práce byl spolehlivý.	dřív	1	není	není	není	není	není	2	0	0	1	0	0	není	0	rozhoduji se na základě opozice dřív - teď	není	0	Už jich tolik není –> pravá klauze s „dřív“ rozvíjí toto téma (dovysvětluje situaci dříve, udává důvod, proč); reaguje vlastně na „teď“ (dvojice teď – dřív)	není	1	Ačkoliv se pokračování věty po spojovacím výrazu více váže ke klauzi se slovesem zrušili, konkrétní výraz dřív se kontrastivně vztahuje ke slovesu není.	není	0	vztah teď - dřív, také vysvětlení stavu, z něhož vychází první klauze	není	0	"dřív" mi připadá čistší ve vztahu k nějaké současné situaci než k jedné události (nebo dokonce několika jednorázovým událostem) "zrušili"
30262	filler	PDTSC	spoken	pdtsc_096_2.11.t	hs_055.11-SCzechT-m-d1t4186-7	N/A	sešli	sejít_se	no	confr	Scházíme se velmi často při různých oslavách. Vždycky jsme rodiče přivezli na Vánoce k nám, nebo je zase sestra přivezla k nim do Stoda. Střídali jsme se.	Dokud jsme třeba měly každá jenom jedno dítě, sešli jsme se o Vánocích dokonce všichni, obě rodiny a ještě rodiče.	Ale pak už se nám to zdálo neúnosné, když už nás bylo moc.	ale	2	sešli	sešli	měly	měly	sešli	2	0	0	1	0	0	sešli	0	opět případ hlavní věta-vedlejší věta (viz např. 1121, 3160), tedy maličko váhám. Volím "sešli", dává mi to logicky větší smysl: (někdy - jedno vlastně kdy) jsme se sešli všichni, ale pak už se nám to zdálo neúnosné	sešli	0	Rozvíjí kontrastivně téma v klauzi s „sešli“ se všichni; neúnosné toto (povšechné sejití se) bylo (spojeno také skrze „to“ v pravé větě), když už jich bylo moc (a to reaguje na „měly“)	měly	1	Jakmile jsme měly více dětí, bylo nás už moc.	měly	0	vztah dokud - pak	sešli	0	předtím jsme se scházeli, _ALE_ pak už ne (vedlejší věty vyjadřují ty podmínky nebo okolnosti)
